zpid,id,detailUrl,address,addressStreet,Zipcode,number of bedrooms,number of bathrooms,area,price,latitude,longitude
248776554,248776554,https://www.zillow.com/homedetails/4415-W-Aggie-Dr-Stillwater-OK-74074/248776554_zpid/,"4415 W Aggie Dr, Stillwater, OK 74074",4415 W Aggie Dr,74074,3,2,1387,235000,36.10974,-97.117905
86104383,86104383,https://www.zillow.com/homedetails/2207-E-Crestwood-Dr-Stillwater-OK-74075/86104383_zpid/,"2207 E Crestwood Dr, Stillwater, OK 74075",2207 E Crestwood Dr,74075,3,1,1198,150000,36.1213,-97.03129
123345006,123345006,https://www.zillow.com/homedetails/1218-E-Willham-Dr-Stillwater-OK-74075/123345006_zpid/,"1218 E Willham Dr, Stillwater, OK 74075",1218 E Willham Dr,74075,3,2,1594,240000,36.132786,-97.043625
224769223,224769223,https://www.zillow.com/homedetails/7518-Pickles-Gap-Stillwater-OK-74074/224769223_zpid/,"7518 Pickles Gap, Stillwater, OK 74074",7518 Pickles Gap,74074,4,3,3293,473000,36.032707,-97.05951
86105056,86105056,https://www.zillow.com/homedetails/2002-W-3rd-Ave-Stillwater-OK-74074/86105056_zpid/,"2002 W 3rd Ave, Stillwater, OK 74074",2002 W 3rd Ave,74074,3,2,2604,266500,36.11879,-97.08224
224761678,224761678,https://www.zillow.com/homedetails/1015-W-10th-Ave-Stillwater-OK-74074/224761678_zpid/,"1015 W 10th Ave, Stillwater, OK 74074",1015 W 10th Ave,74074,2,1,720,150000,36.11111,-97.07121
337674916,337674916,https://www.zillow.com/homedetails/6024-N-Emerald-St-Stillwater-OK-74075/337674916_zpid/,"6024 N Emerald St, Stillwater, OK 74075",6024 N Emerald St,74075,3,2,1682,331500,36.186306,-97.05684
86099830,86099830,https://www.zillow.com/homedetails/620-W-Cherokee-Ave-Stillwater-OK-74075/86099830_zpid/,"620 W Cherokee Ave, Stillwater, OK 74075",620 W Cherokee Ave,74075,3,1,1958,225000,36.163845,-97.066635
224759660,224759660,https://www.zillow.com/homedetails/4724-W-Country-Club-Dr-Stillwater-OK-74074/224759660_zpid/,"4724 W Country Club Dr, Stillwater, OK 74074",4724 W Country Club Dr,74074,4,3,2237,405000,36.106674,-97.122475
224764359,224764359,https://www.zillow.com/homedetails/1417-E-Willham-Dr-Stillwater-OK-74075/224764359_zpid/,"1417 E Willham Dr, Stillwater, OK 74075",1417 E Willham Dr,74075,3,1,1232,115000,36.132366,-97.04057
86100692,86100692,https://www.zillow.com/homedetails/1123-S-Woodcrest-Dr-Stillwater-OK-74074/86100692_zpid/,"1123 S Woodcrest Dr, Stillwater, OK 74074",1123 S Woodcrest Dr,74074,4,3,2288,326000,36.108044,-97.12576
86105070,86105070,https://www.zillow.com/homedetails/1801-N-Manning-St-Stillwater-OK-74075/86105070_zpid/,"1801 N Manning St, Stillwater, OK 74075",1801 N Manning St,74075,3,2,1204,162500,36.139683,-97.0442
93370863,93370863,https://www.zillow.com/homedetails/1108-E-Hanson-St-Stillwater-OK-74075/93370863_zpid/,"1108 E Hanson St, Stillwater, OK 74075",1108 E Hanson St,74075,3,2,1956,277900,36.12782,-97.0457
2061494275,2061494275,https://www.zillow.com/homedetails/2122-Celia-St-Stillwater-OK-74074/2061494275_zpid/,"2122 Celia St, Stillwater, OK 74074",2122 Celia St,74074,4,2,2035,268000,36.09843,-97.09408
2067079981,2067079981,https://www.zillow.com/homedetails/6103-Platinum-Dr-Stillwater-OK-74075/2067079981_zpid/,"6103 Platinum Dr, Stillwater, OK 74075",6103 Platinum Dr,74075,3,2,1965,297000,0.0,0.0
2069355654,2069355654,https://www.zillow.com/homedetails/251-W-Miller-Ave-207-Stillwater-OK-74075/2069355654_zpid/,"251 W Miller Ave #207, Stillwater, OK 74075",251 W Miller Ave #207,74075,2,2,882,162500,36.12338,-97.06107
333476905,333476905,https://www.zillow.com/homedetails/204-E-Copper-Canyon-Ave-Stillwater-OK-74075/333476905_zpid/,"204 E Copper Canyon Ave, Stillwater, OK 74075",204 E Copper Canyon Ave,74075,3,2,1768,38000,36.187916,-97.05747
86101490,86101490,https://www.zillow.com/homedetails/1124-W-Frances-Ave-Stillwater-OK-74075/86101490_zpid/,"1124 W Frances Ave, Stillwater, OK 74075",1124 W Frances Ave,74075,4,2,1911,255000,36.15287,-97.07326
86103569,86103569,https://www.zillow.com/homedetails/2205-N-Manning-St-Stillwater-OK-74075/86103569_zpid/,"2205 N Manning St, Stillwater, OK 74075",2205 N Manning St,74075,3,2,1509,225000,36.143894,-97.04446
125523725,125523725,https://www.zillow.com/homedetails/19-Arbor-Cir-Stillwater-OK-74074/125523725_zpid/,"19 Arbor Cir, Stillwater, OK 74074",19 Arbor Cir,74074,3,3,2292,389600,36.100407,-97.091286
2061619991,2061619991,https://www.zillow.com/homedetails/7518-S-Pickles-Gap-Stillwater-OK-74074/2061619991_zpid/,"7518 S Pickles Gap, Stillwater, OK 74074",7518 S Pickles Gap,74074,5,4,3293,473000,0.0,0.0
2067079969,2067079969,https://www.zillow.com/homedetails/1217-Autry-St-Stillwater-OK-74074/2067079969_zpid/,"1217 Autry St, Stillwater, OK 74074",1217 Autry St,74074,3,2,1858,314500,0.0,0.0
224751846,224751846,https://www.zillow.com/homedetails/6310-E-Airport-Rd-Stillwater-OK-74075/224751846_zpid/,"6310 E Airport Rd, Stillwater, OK 74075",6310 E Airport Rd,74075,3,1,2035,289000,36.162014,-96.97284
224765636,224765636,https://www.zillow.com/homedetails/513-W-7th-Ave-Stillwater-OK-74074/224765636_zpid/,"513 W 7th Ave, Stillwater, OK 74074",513 W 7th Ave,74074,4,4,1944,172500,36.114315,-97.06488
86073273,86073273,https://www.zillow.com/homedetails/909-W-Choctaw-Ln-Stillwater-OK-74075/86073273_zpid/,"909 W Choctaw Ln, Stillwater, OK 74075",909 W Choctaw Ln,74075,3,2,1456,190000,36.250595,-97.07161
86102156,86102156,https://www.zillow.com/homedetails/3908-N-Airport-Ln-Stillwater-OK-74075/86102156_zpid/,"3908 N Airport Ln, Stillwater, OK 74075",3908 N Airport Ln,74075,2,1,1152,140000,36.161755,-97.07386
86103674,86103674,https://www.zillow.com/homedetails/1003-E-Dell-Ave-Stillwater-OK-74075/86103674_zpid/,"1003 E Dell Ave, Stillwater, OK 74075",1003 E Dell Ave,74075,3,2,1149,165000,36.141556,-97.04561
86105453,86105453,https://www.zillow.com/homedetails/4802-S-Forest-Hills-Dr-Stillwater-OK-74074/86105453_zpid/,"4802 S Forest Hills Dr, Stillwater, OK 74074",4802 S Forest Hills Dr,74074,4,4,3381,499000,36.066635,-97.134605
86107015,86107015,https://www.zillow.com/homedetails/7605-N-Range-Rd-Stillwater-OK-74075/86107015_zpid/,"7605 N Range Rd, Stillwater, OK 74075",7605 N Range Rd,74075,3,3,3009,270000,36.20558,-97.13887
86107566,86107566,https://www.zillow.com/homedetails/1510-N-Grandview-St-Stillwater-OK-74075/86107566_zpid/,"1510 N Grandview St, Stillwater, OK 74075",1510 N Grandview St,74075,3,2,1284,185000,36.13716,-97.04304
86108430,86108430,https://www.zillow.com/homedetails/815-S-Jardot-Rd-Stillwater-OK-74074/86108430_zpid/,"815 S Jardot Rd, Stillwater, OK 74074",815 S Jardot Rd,74074,3,2,1620,180000,36.112247,-97.03293
125523723,125523723,https://www.zillow.com/homedetails/3043-W-Shiloh-Creek-Ave-Stillwater-OK-74074/125523723_zpid/,"3043 W Shiloh Creek Ave, Stillwater, OK 74074",3043 W Shiloh Creek Ave,74074,5,4,3588,570000,36.105843,-97.09771
86107461,86107461,https://www.zillow.com/homedetails/2305-W-24th-Ave-Stillwater-OK-74074/86107461_zpid/,"2305 W 24th Ave, Stillwater, OK 74074",2305 W 24th Ave,74074,4,3,2491,418000,36.095844,-97.08805
93371574,93371574,https://www.zillow.com/homedetails/1718-E-Eastern-Ave-Stillwater-OK-74074/93371574_zpid/,"1718 E Eastern Ave, Stillwater, OK 74074",1718 E Eastern Ave,74074,3,2,1503,232000,36.12073,-97.03737
116536175,116536175,https://www.zillow.com/homedetails/5920-W-53rd-St-Stillwater-OK-74074/116536175_zpid/,"5920 W 53rd St, Stillwater, OK 74074",5920 W 53rd St,74074,5,3,3323,465000,36.061993,-97.139114
86105289,86105289,https://www.zillow.com/homedetails/1110-S-Stanley-St-Stillwater-OK-74074/86105289_zpid/,"1110 S Stanley St, Stillwater, OK 74074",1110 S Stanley St,74074,3,2,1372,155000,36.109707,-97.07509
2067016785,2067016785,https://www.zillow.com/homedetails/203-E-Emerald-Ave-Stillwater-OK-74075/2067016785_zpid/,"203 E Emerald Ave, Stillwater, OK 74075",203 E Emerald Ave,74075,3,2,2122,381204,0.0,0.0
2065472681,2065472681,https://www.zillow.com/homedetails/1913-E-Brooke-Ave-Stillwater-OK-74075/2065472681_zpid/,"1913 E Brooke Ave, Stillwater, OK 74075",1913 E Brooke Ave,74075,4,2,1917,253265,0.0,0.0
224750191,224750191,https://www.zillow.com/homedetails/1505-S-Ingalls-Rd-Stillwater-OK-74074/224750191_zpid/,"1505 S Ingalls Rd, Stillwater, OK 74074",1505 S Ingalls Rd,74074,3,3,1670,160000,36.106213,-96.880585
333476804,333476804,https://www.zillow.com/homedetails/6027-N-Emerald-St-Stillwater-OK-74075/333476804_zpid/,"6027 N Emerald St, Stillwater, OK 74075",6027 N Emerald St,74075,3,2,1682,42000,36.186356,-97.05617
86101061,86101061,https://www.zillow.com/homedetails/1101-N-Jefferson-St-Stillwater-OK-74075/86101061_zpid/,"1101 N Jefferson St, Stillwater, OK 74075",1101 N Jefferson St,74075,4,2,2172,70000,36.132847,-97.07052
86106762,86106762,https://www.zillow.com/homedetails/6705-Lilly-Ln-Stillwater-OK-74074/86106762_zpid/,"6705 Lilly Ln, Stillwater, OK 74074",6705 Lilly Ln,74074,3,3,2259,258900,36.04651,-96.99045
2062422556,2062422556,https://www.zillow.com/homedetails/915-Oakridge-Dr-Stillwater-OK-74074/2062422556_zpid/,"915 Oakridge Dr, Stillwater, OK 74074",915 Oakridge Dr,74074,3,2,2095,300000,36.10906,-97.12898
2063242757,2063242757,https://www.zillow.com/homedetails/1501-S-Ingalls-Rd-Stillwater-OK-74074/2063242757_zpid/,"1501 S Ingalls Rd, Stillwater, OK 74074",1501 S Ingalls Rd,74074,3,2,1670,160000,0.0,0.0
2078428629,2078428629,https://www.zillow.com/homedetails/1402-S-Main-St-Stillwater-OK-74074/2078428629_zpid/,"1402 S Main St, Stillwater, OK 74074",1402 S Main St,74074,0,0,5961,780000,36.106785,-97.058876
224752324,224752324,https://www.zillow.com/homedetails/506-E-17th-Ave-Stillwater-OK-74074/224752324_zpid/,"506 E 17th Ave, Stillwater, OK 74074",506 E 17th Ave,74074,2,1,1025,80000,36.10434,-97.052635
86101401,86101401,https://www.zillow.com/homedetails/601-N-Skyline-Ln-Stillwater-OK-74075/86101401_zpid/,"601 N Skyline Ln, Stillwater, OK 74075",601 N Skyline Ln,74075,3,2,2950,320000,36.12892,-97.03695
86102665,86102665,https://www.zillow.com/homedetails/1401-S-Lowry-St-Stillwater-OK-74074/86102665_zpid/,"1401 S Lowry St, Stillwater, OK 74074",1401 S Lowry St,74074,3,2,1348,104000,36.106724,-97.055504
86105196,86105196,https://www.zillow.com/homedetails/1302-S-Lewis-St-Stillwater-OK-74074/86105196_zpid/,"1302 S Lewis St, Stillwater, OK 74074",1302 S Lewis St,74074,2,1,1022,56000,36.107822,-97.057495
86105901,86105901,https://www.zillow.com/homedetails/3915-N-Prairie-Rd-Stillwater-OK-74075/86105901_zpid/,"3915 N Prairie Rd, Stillwater, OK 74075",3915 N Prairie Rd,74075,4,2,1737,289000,36.162636,-96.978516
86107200,86107200,https://www.zillow.com/homedetails/5101-E-19th-Ave-Stillwater-OK-74074/86107200_zpid/,"5101 E 19th Ave, Stillwater, OK 74074",5101 E 19th Ave,74074,3,2,1534,210000,36.10103,-96.990974
93366357,93366357,https://www.zillow.com/homedetails/915-S-Ridge-Dr-Stillwater-OK-74074/93366357_zpid/,"915 S Ridge Dr, Stillwater, OK 74074",915 S Ridge Dr,74074,3,2,2095,300000,36.111782,-97.08446
93366428,93366428,https://www.zillow.com/homedetails/2-Yellow-Brick-Dr-Stillwater-OK-74074/93366428_zpid/,"2 Yellow Brick Dr, Stillwater, OK 74074",2 Yellow Brick Dr,74074,4,3,3262,375000,36.093277,-97.10775
93369218,93369218,https://www.zillow.com/homedetails/Stillwater-OK-74075/93369218_zpid/,"(undisclosed Address), Stillwater, OK 74075",(undisclosed Address),74075,3,3,2397,297500,0.0,0.0
2097023076,2097023076,https://www.zillow.com/homedetails/1104-Keely-Ct-Stillwater-OK-74075/2097023076_zpid/,"1104 Keely Ct, Stillwater, OK 74075",1104 Keely Ct,74075,3,2,2091,345000,36.13271,-97.127365
224750610,224750610,https://www.zillow.com/homedetails/421-Sycamore-Valley-Dr-Stillwater-OK-74074/224750610_zpid/,"421 Sycamore Valley Dr, Stillwater, OK 74074",421 Sycamore Valley Dr,74074,4,2,1874,335000,36.117832,-96.92858
244058653,244058653,https://www.zillow.com/homedetails/120-S-Lowry-St-Yale-OK-74074/244058653_zpid/,"120 S Lowry St, Yale, OK 74074",120 S Lowry St,74074,3,1,1580,155500,36.12168,-97.05648
248778116,248778116,https://www.zillow.com/homedetails/4417-W-Prescot-Dr-Stillwater-OK-74074/248778116_zpid/,"4417 W Prescot Dr, Stillwater, OK 74074",4417 W Prescot Dr,74074,4,2,1989,333000,36.108917,-97.11771
86103610,86103610,https://www.zillow.com/homedetails/2011-N-Burdick-St-Stillwater-OK-74075/86103610_zpid/,"2011 N Burdick St, Stillwater, OK 74075",2011 N Burdick St,74075,3,2,1359,195000,36.1421,-97.045425
86106818,86106818,https://www.zillow.com/homedetails/1119-Equine-Dr-Stillwater-OK-74074/86106818_zpid/,"1119 Equine Dr, Stillwater, OK 74074",1119 Equine Dr,74074,3,2,1824,292000,36.108593,-96.98691
86107728,86107728,https://www.zillow.com/homedetails/5000-E-Pinto-Rd-Stillwater-OK-74074/86107728_zpid/,"5000 E Pinto Rd, Stillwater, OK 74074",5000 E Pinto Rd,74074,4,2,1553,196200,36.079582,-97.07886
86101390,86101390,https://www.zillow.com/homedetails/824-S-Ridge-Dr-Stillwater-OK-74074/86101390_zpid/,"824 S Ridge Dr, Stillwater, OK 74074",824 S Ridge Dr,74074,3,1,1504,329000,36.112507,-97.085304
86103113,86103113,https://www.zillow.com/homedetails/802-W-Hillcrest-Ave-Stillwater-OK-74075/86103113_zpid/,"802 W Hillcrest Ave, Stillwater, OK 74075",802 W Hillcrest Ave,74075,3,3,3036,270000,36.156532,-97.06894
2065641170,2065641170,https://www.zillow.com/homedetails/1900-E-Moore-Ave-Stillwater-OK-74075/2065641170_zpid/,"1900 E Moore Ave, Stillwater, OK 74075",1900 E Moore Ave,74075,4,2,1691,244450,0.0,0.0
2126270505,2126270505,https://www.zillow.com/homedetails/824-Oakridge-Dr-Stillwater-OK-74074/2126270505_zpid/,"824 Oakridge Dr, Stillwater, OK 74074",824 Oakridge Dr,74074,4,3,2898,329000,36.109665,-97.13
2146204166,2146204166,https://www.zillow.com/homedetails/120-S-Lowry-St-Stillwater-OK-74074/2146204166_zpid/,"120 S Lowry St, Stillwater, OK 74074",120 S Lowry St,74074,3,2,1580,155500,36.12168,-97.05648
224761320,224761320,https://www.zillow.com/homedetails/1314-S-Fern-St-Stillwater-OK-74074/224761320_zpid/,"1314 S Fern St, Stillwater, OK 74074",1314 S Fern St,74074,1,1,702,102500,36.1074,-97.05361
86104177,86104177,https://www.zillow.com/homedetails/1611-E-Willham-Dr-Stillwater-OK-74075/86104177_zpid/,"1611 E Willham Dr, Stillwater, OK 74075",1611 E Willham Dr,74075,3,2,1278,170000,36.13167,-97.03883
107323860,107323860,https://www.zillow.com/homedetails/2329-N-Dryden-St-Stillwater-OK-74075/107323860_zpid/,"2329 N Dryden St, Stillwater, OK 74075",2329 N Dryden St,74075,3,2,1301,182500,36.14649,-97.04737
125524091,125524091,https://www.zillow.com/homedetails/2401-Melissa-Ln-Stillwater-OK-74074/125524091_zpid/,"2401 Melissa Ln, Stillwater, OK 74074",2401 Melissa Ln,74074,4,2,1832,275000,36.09657,-96.98973
2069409765,2069409765,https://www.zillow.com/homedetails/251-W-Miller-Ave-315-Stillwater-OK-74075/2069409765_zpid/,"251 W Miller Ave #315, Stillwater, OK 74075",251 W Miller Ave #315,74075,1,1,550,115000,36.12338,-97.06107
2095764886,2095764886,https://www.zillow.com/homedetails/5918-N-Canyon-Ct-Stillwater-OK-74075/2095764886_zpid/,"5918 N Canyon Ct, Stillwater, OK 74075",5918 N Canyon Ct,74075,2,2,1311,226000,36.18524,-97.0545
224767851,224767851,https://www.zillow.com/homedetails/516-W-12th-Ave-Stillwater-OK-74074/224767851_zpid/,"516 W 12th Ave, Stillwater, OK 74074",516 W 12th Ave,74074,3,2,1320,199000,36.109406,-97.065
224770178,224770178,https://www.zillow.com/homedetails/2318-S-Teal-St-Stillwater-OK-74074/224770178_zpid/,"2318 S Teal St, Stillwater, OK 74074",2318 S Teal St,74074,3,4,2551,259000,36.096077,-97.08143
337674879,337674879,https://www.zillow.com/homedetails/1825-W-Shadow-Rdg-Stillwater-OK-74074/337674879_zpid/,"1825 W Shadow Rdg, Stillwater, OK 74074",1825 W Shadow Rdg,74074,4,2,1900,332500,36.023933,-97.08085
86101710,86101710,https://www.zillow.com/homedetails/14-Pecan-Dr-Stillwater-OK-74075/86101710_zpid/,"14 Pecan Dr, Stillwater, OK 74075",14 Pecan Dr,74075,3,2,1911,320000,36.137627,-97.05598
86102859,86102859,https://www.zillow.com/homedetails/219-S-Doty-St-Stillwater-OK-74074/86102859_zpid/,"219 S Doty St, Stillwater, OK 74074",219 S Doty St,74074,2,1,806,95000,36.120068,-97.04281
86103010,86103010,https://www.zillow.com/homedetails/106-S-Berry-St-Stillwater-OK-74074/86103010_zpid/,"106 S Berry St, Stillwater, OK 74074",106 S Berry St,74074,2,1,1008,123000,36.121815,-97.04674
86103281,86103281,https://www.zillow.com/homedetails/140-S-Lewis-St-Stillwater-OK-74074/86103281_zpid/,"140 S Lewis St, Stillwater, OK 74074",140 S Lewis St,74074,2,1,1194,185000,36.12085,-97.05769
86106374,86106374,https://www.zillow.com/homedetails/7821-E-86th-Ave-Stillwater-OK-74074/86106374_zpid/,"7821 E 86th Ave, Stillwater, OK 74074",7821 E 86th Ave,74074,3,2,1040,40000,36.020107,-96.95044
86107021,86107021,https://www.zillow.com/homedetails/5202-Southwinds-Ln-Stillwater-OK-74075/86107021_zpid/,"5202 Southwinds Ln, Stillwater, OK 74075",5202 Southwinds Ln,74075,3,3,3187,485000,36.19436,-97.12817
93367194,93367194,https://www.zillow.com/homedetails/402-S-Berry-St-Stillwater-OK-74074/93367194_zpid/,"402 S Berry St, Stillwater, OK 74074",402 S Berry St,74074,2,1,804,103000,36.11781,-97.04636
2062306963,2062306963,https://www.zillow.com/homedetails/2318-2318-2320-S-Teal-St-Stillwater-OK-74074/2062306963_zpid/,"2318 2318/2320 S Teal St, Stillwater, OK 74074",2318 2318/2320 S Teal St,74074,6,4,2551,259000,0.0,0.0
2065559002,2065559002,https://www.zillow.com/homedetails/1829-E-Brooke-Ave-Stillwater-OK-74075/2065559002_zpid/,"1829 E Brooke Ave, Stillwater, OK 74075",1829 E Brooke Ave,74075,4,2,1691,241450,0.0,0.0
2072021841,2072021841,https://www.zillow.com/homedetails/1208-Autry-St-Stillwater-OK-74074/2072021841_zpid/,"1208 Autry St, Stillwater, OK 74074",1208 Autry St,74074,3,2,1682,312000,36.1082,-97.117004
86100808,86100808,https://www.zillow.com/homedetails/3921-W-Yorkshire-Dr-Stillwater-OK-74074/86100808_zpid/,"3921 W Yorkshire Dr, Stillwater, OK 74074",3921 W Yorkshire Dr,74074,3,2,1507,210000,36.103603,-97.10999
86102173,86102173,https://www.zillow.com/homedetails/3714-N-Airport-Ln-Stillwater-OK-74075/86102173_zpid/,"3714 N Airport Ln, Stillwater, OK 74075",3714 N Airport Ln,74075,3,2,1233,120000,36.160084,-97.07391
86104480,86104480,https://www.zillow.com/homedetails/923-W-Moore-Ave-Stillwater-OK-74075/86104480_zpid/,"923 W Moore Ave, Stillwater, OK 74075",923 W Moore Ave,74075,4,4,2769,300000,36.138775,-97.070755
86107198,86107198,https://www.zillow.com/homedetails/4107-Sierra-Ln-Stillwater-OK-74074/86107198_zpid/,"4107 Sierra Ln, Stillwater, OK 74074",4107 Sierra Ln,74074,3,2,1382,205000,36.105682,-97.00475
116535907,116535907,https://www.zillow.com/homedetails/2124-W-Sunset-Dr-Stillwater-OK-74074/116535907_zpid/,"2124 W Sunset Dr, Stillwater, OK 74074",2124 W Sunset Dr,74074,3,2,1188,215000,36.12061,-97.08468
331429257,331429257,https://www.zillow.com/homedetails/2008-N-Rutledge-Dr-Stillwater-OK-74075/331429257_zpid/,"2008 N Rutledge Dr, Stillwater, OK 74075",2008 N Rutledge Dr,74075,4,3,2343,437500,36.14111,-97.10683
86103286,86103286,https://www.zillow.com/homedetails/2415-S-August-St-Stillwater-OK-74074/86103286_zpid/,"2415 S August St, Stillwater, OK 74074",2415 S August St,74074,3,2,1600,205000,36.09548,-97.09268
224763517,224763517,https://www.zillow.com/homedetails/215-S-Duncan-St-Stillwater-OK-74074/224763517_zpid/,"215 S Duncan St, Stillwater, OK 74074",215 S Duncan St,74074,3,1,1680,120000,36.11984,-97.06101
224759033,224759033,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-K77-Stillwater-OK-74075/224759033_zpid/,"1400 N Perkins Rd APT K77, Stillwater, OK 74075",1400 N Perkins Rd APT K77,74075,3,2,1260,68000,36.137405,-97.053734
86102464,86102464,https://www.zillow.com/homedetails/1902-E-3rd-Ave-Stillwater-OK-74074/86102464_zpid/,"1902 E 3rd Ave, Stillwater, OK 74074",1902 E 3rd Ave,74074,3,2,1494,210000,36.119827,-97.03541
2063073923,2063073923,https://www.zillow.com/homedetails/2212-S-Bluestone-St-Stillwater-OK-74074/2063073923_zpid/,"2212 S Bluestone St, Stillwater, OK 74074",2212 S Bluestone St,74074,6,4,3021,300000,0.0,0.0
224757416,224757416,https://www.zillow.com/homedetails/2224-W-University-Ave-Stillwater-OK-74074/224757416_zpid/,"2224 W University Ave, Stillwater, OK 74074",2224 W University Ave,74074,3,2,2202,257000,36.119728,-97.08696
224760863,224760863,https://www.zillow.com/homedetails/611-S-Ridge-Dr-Stillwater-OK-74074/224760863_zpid/,"611 S Ridge Dr, Stillwater, OK 74074",611 S Ridge Dr,74074,3,2,1312,190000,36.11517,-97.084755
86100949,86100949,https://www.zillow.com/homedetails/1918-E-Wedgewood-Ct-Stillwater-OK-74075/86100949_zpid/,"1918 E Wedgewood Ct, Stillwater, OK 74075",1918 E Wedgewood Ct,74075,3,3,1952,285000,36.130203,-97.036446
93366335,93366335,https://www.zillow.com/homedetails/1104-W-Frances-Ave-Stillwater-OK-74075/93366335_zpid/,"1104 W Frances Ave, Stillwater, OK 74075",1104 W Frances Ave,74075,4,2,1964,264500,36.152958,-97.072525
2061781211,2061781211,https://www.zillow.com/homedetails/1718-Eastern-Ave-Stillwater-OK-74074/2061781211_zpid/,"1718 Eastern Ave, Stillwater, OK 74074",1718 Eastern Ave,74074,3,2,1503,232000,36.12077,-97.03741
2063356824,2063356824,https://www.zillow.com/homedetails/251-W-Miller-Ave-115-Stillwater-OK-74075/2063356824_zpid/,"251 W Miller Ave #115, Stillwater, OK 74075",251 W Miller Ave #115,74075,1,1,550,119000,0.0,0.0
2065559003,2065559003,https://www.zillow.com/homedetails/1907-E-Brooke-Ave-Stillwater-OK-74075/2065559003_zpid/,"1907 E Brooke Ave, Stillwater, OK 74075",1907 E Brooke Ave,74075,4,2,1691,244450,0.0,0.0
224761695,224761695,https://www.zillow.com/homedetails/201-S-Burdick-St-Stillwater-OK-74074/224761695_zpid/,"201 S Burdick St, Stillwater, OK 74074",201 S Burdick St,74074,2,1,616,102500,36.12143,-97.0467
224765655,224765655,https://www.zillow.com/homedetails/915-E-Ridgecrest-Ave-Stillwater-OK-74075/224765655_zpid/,"915 E Ridgecrest Ave, Stillwater, OK 74075",915 E Ridgecrest Ave,74075,3,2,1090,146500,36.140076,-97.046036
224770721,224770721,https://www.zillow.com/homedetails/1708-S-Pallmetto-St-Stillwater-OK-74074/224770721_zpid/,"1708 S Pallmetto St, Stillwater, OK 74074",1708 S Pallmetto St,74074,5,4,2873,484900,36.10305,-97.098755
93367530,93367530,https://www.zillow.com/homedetails/1208-E-Elm-Ave-Stillwater-OK-74074/93367530_zpid/,"1208 E Elm Ave, Stillwater, OK 74074",1208 E Elm Ave,74074,3,2,1208,139000,36.122555,-97.04415
93367971,93367971,https://www.zillow.com/homedetails/2220-N-Benjamin-St-Stillwater-OK-74075/93367971_zpid/,"2220 N Benjamin St, Stillwater, OK 74075",2220 N Benjamin St,74075,3,2,1429,199500,36.14461,-97.0471
93369669,93369669,https://www.zillow.com/homedetails/924-E-Moore-Ave-Stillwater-OK-74075/93369669_zpid/,"924 E Moore Ave, Stillwater, OK 74075",924 E Moore Ave,74075,3,2,1201,149500,36.139088,-97.0456
86106617,86106617,https://www.zillow.com/homedetails/5106-S-Deer-Trl-Stillwater-OK-74074/86106617_zpid/,"5106 S Deer Trl, Stillwater, OK 74074",5106 S Deer Trl,74074,4,3,3091,796000,36.064194,-97.13479
224762110,224762110,https://www.zillow.com/homedetails/2318-N-Washington-St-Stillwater-OK-74075/224762110_zpid/,"2318 N Washington St, Stillwater, OK 74075",2318 N Washington St,74075,3,1,1074,210000,36.1459,-97.070045
224770348,224770348,https://www.zillow.com/homedetails/6000-N-Canyon-Ct-Stillwater-OK-74075/224770348_zpid/,"6000 N Canyon Ct, Stillwater, OK 74075",6000 N Canyon Ct,74075,3,2,1715,37500,36.18545,-97.05372
2099744372,2099744372,https://www.zillow.com/homedetails/5608-Jesse-Ln-Stillwater-OK-74074/2099744372_zpid/,"5608 Jesse Ln, Stillwater, OK 74074",5608 Jesse Ln,74074,2,1,882,165000,36.057457,-97.02895
224759122,224759122,https://www.zillow.com/homedetails/1400-N-Perkins-Rd-APT-B12-Stillwater-OK-74075/224759122_zpid/,"1400 N Perkins Rd APT B12, Stillwater, OK 74075",1400 N Perkins Rd APT B12,74075,3,2,1260,66000,36.137405,-97.053734
224767043,224767043,https://www.zillow.com/homedetails/2210-S-Bluestone-St-Stillwater-OK-74074/224767043_zpid/,"2210 S Bluestone St, Stillwater, OK 74074",2210 S Bluestone St,74074,3,4,3006,300000,36.09716,-97.07911
300535755,300535755,https://www.zillow.com/homedetails/726-W-Allyn-Ave-Stillwater-OK-74075/300535755_zpid/,"726 W Allyn Ave, Stillwater, OK 74075",726 W Allyn Ave,74075,5,4,3142,509000,36.207962,-97.06881
86102222,86102222,https://www.zillow.com/homedetails/1213-S-Mansfield-Dr-Stillwater-OK-74074/86102222_zpid/,"1213 S Mansfield Dr, Stillwater, OK 74074",1213 S Mansfield Dr,74074,4,2,1910,225000,36.107475,-97.117584
86107333,86107333,https://www.zillow.com/homedetails/3211-S-Saddle-Rock-St-Stillwater-OK-74074/86107333_zpid/,"3211 S Saddle Rock St, Stillwater, OK 74074",3211 S Saddle Rock St,74074,4,2,2184,305000,36.08629,-97.097374
86107644,86107644,https://www.zillow.com/homedetails/2515-W-Summerlin-Ct-Stillwater-OK-74074/86107644_zpid/,"2515 W Summerlin Ct, Stillwater, OK 74074",2515 W Summerlin Ct,74074,4,5,3541,620000,36.09586,-97.090454
